model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tesla Model X,Standard Range,Stealth Grey,Electric,Automatic,111616.67,2023-09-08,2023-09-14,Nevada,331.5,0,66.9,5.2,7,156.2,669
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,89251.46,2023-06-10,2023-07-11,Florida,377.5,0,95.3,4.2,5,166.0,457
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,237509.44,2023-10-02,2023-12-13,Massachusetts,553.1,0,78.8,10.4,5,162.1,517
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,86044.69,2024-06-10,2024-06-21,Washington,336.7,0,62.9,6.9,7,155.7,887
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,40958.24,2024-08-11,2024-09-18,New York,321.3,0,65.0,4.9,5,151.2,617
Tesla Model Y,Performance,Midnight Silver Metallic,Electric,Automatic,44595.15,2023-10-17,2023-12-15,Illinois,323.7,0,69.5,7.3,7,151.1,520
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,136126.93,2024-02-07,2024-05-04,New York,337.7,0,80.2,8.8,7,169.6,696
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,40702.15,2024-03-06,2024-05-26,New Jersey,308.3,0,89.0,6.2,5,155.3,550
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,53037.01,2023-04-27,2023-07-07,California,428.6,0,85.8,7.3,5,143.0,467
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,62617.52,2024-08-01,2024-08-21,New Jersey,295.9,0,84.5,7.1,7,162.7,677
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,241817.72,2023-11-14,2023-12-23,Connecticut,431.4,0,99.2,1.1,5,156.8,635
Tesla Model Y,Long Range,Ultra Red,Electric,Automatic,49269.16,2024-01-01,2024-01-30,Nevada,327.4,0,75.9,12.0,7,167.6,443
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,64887.1,2024-05-01,2024-06-10,Virginia,286.1,0,62.4,1.2,5,156.9,628
Tesla Roadster,Plaid,Ultra Red,Electric,Automatic,244185.45,2024-11-30,2024-12-26,Arizona,564.3,0,82.7,9.0,5,149.7,432
Tesla Model Y,Standard Range,Red Multi-Coat,Electric,Automatic,46893.44,2024-07-21,2024-07-29,New Jersey,310.5,0,82.5,10.7,7,147.6,783
Tesla Model S,Plaid,Pearl White,Electric,Automatic,76712.78,2024-04-09,2024-05-02,Oregon,374.5,0,85.3,2.3,5,150.4,429
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,50692.18,2024-07-13,2024-07-15,Maryland,345.2,0,97.3,7.1,5,148.4,566
Tesla Model 3,Performance,Pearl White,Electric,Automatic,47511.02,2024-05-10,2024-05-15,Arizona,304.7,0,60.3,1.7,5,153.2,464
Tesla Model S,Performance,Red Multi-Coat,Electric,Automatic,118123.83,2023-03-31,2023-06-15,Washington,374.8,0,87.0,8.3,5,165.4,634
Tesla Cybertruck,Plaid,Solid Black,Electric,Automatic,76468.01,2023-10-19,2023-11-29,Nevada,325.9,0,94.1,8.6,5,148.9,442
Tesla Roadster,Performance,Pearl White,Electric,Automatic,207285.74,2023-04-18,2023-07-09,Texas,420.3,0,69.0,6.1,5,165.6,560
Tesla Roadster,Performance,Ultra Red,Electric,Automatic,228475.37,2024-01-06,2024-02-19,Washington,586.7,0,89.0,2.1,5,153.0,572
Tesla Model S,Plaid,Midnight Silver Metallic,Electric,Automatic,84094.62,2024-01-01,2024-02-12,Nevada,327.6,0,69.1,6.6,5,162.4,441
Tesla Model X,Performance,Midnight Silver Metallic,Electric,Automatic,81906.72,2023-10-04,2023-12-11,Washington,315.9,0,63.7,4.1,7,142.9,785
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,94749.16,2023-03-30,2023-06-17,California,321.6,0,99.0,11.5,7,154.7,525
Tesla Roadster,Plaid,Deep Blue Metallic,Electric,Automatic,207597.51,2024-10-23,2024-12-09,Oregon,533.7,0,62.3,9.6,5,147.3,468
Tesla Model S,Long Range,Red Multi-Coat,Electric,Automatic,113653.85,2023-05-20,2023-07-10,Oregon,400.1,0,63.5,11.9,5,166.7,632
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,127222.27,2024-07-26,2024-08-19,New Jersey,322.8,0,87.5,7.9,7,145.5,650
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,68483.57,2023-06-05,2023-09-03,Virginia,480.2,0,85.2,10.6,5,158.5,563
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,42963.44,2023-10-11,2023-11-10,Florida,316.3,0,85.6,9.2,5,155.7,600
Tesla Model S,Standard Range,Red Multi-Coat,Electric,Automatic,126607.62,2023-06-28,2023-08-14,Florida,386.9,0,89.9,3.0,5,141.6,568
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,68746.07,2025-01-19,2025-01-22,Virginia,358.9,0,95.7,8.0,5,142.2,458
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,114623.95,2025-02-09,2025-03-12,Florida,314.7,0,82.0,6.4,7,155.3,841
Tesla Model Y,Long Range,Solid Black,Electric,Automatic,54798.37,2024-08-25,2024-10-20,Maryland,301.9,0,85.5,9.6,7,160.0,675
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,94612.54,2024-01-15,2024-02-13,Colorado,341.3,0,64.5,8.2,7,150.2,454
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,43936.16,2023-07-18,2023-10-15,Oregon,302.5,0,80.6,1.3,5,157.5,468
Tesla Model 3,Plaid,Pearl White,Electric,Automatic,40745.46,2024-06-25,2024-07-06,Maryland,310.9,0,62.9,1.2,5,152.0,472
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,78798.36,2024-10-21,2024-10-25,Texas,380.5,0,67.2,11.9,5,152.3,615
Tesla Model 3,Long Range,Deep Blue Metallic,Electric,Automatic,47189.77,2023-05-19,2023-08-02,Colorado,317.5,0,71.2,3.6,5,146.9,446
Tesla Model S,Plaid,Stealth Grey,Electric,Automatic,92648.92,2023-06-29,2023-08-14,Colorado,375.7,0,68.2,8.9,5,165.4,637
Tesla Model S,Standard Range,Pearl White,Electric,Automatic,113775.87,2023-06-29,2023-07-28,Illinois,351.9,0,65.6,7.7,5,144.9,501
Tesla Roadster,Standard Range,Pearl White,Electric,Automatic,223493.97,2024-05-15,2024-05-25,Oregon,475.3,0,66.0,9.9,5,157.6,504
Tesla Model S,Performance,Pearl White,Electric,Automatic,124939.35,2024-10-18,2024-10-23,Washington,377.5,0,84.1,1.2,5,140.4,489
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,40990.12,2024-05-12,2024-07-29,California,299.0,0,66.1,11.9,5,159.8,502
Tesla Model X,Long Range,Solid Black,Electric,Automatic,87164.5,2024-08-14,2024-10-05,California,343.0,0,98.5,1.3,7,155.9,639
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,47369.3,2024-11-07,2025-01-18,Massachusetts,299.1,0,86.7,7.4,7,141.5,853
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,39273.95,2024-08-16,2024-10-20,Connecticut,299.8,0,75.0,9.6,5,168.0,649
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,45529.54,2023-04-15,2023-04-22,California,321.6,0,94.3,0.8,5,144.6,624
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,61161.77,2024-11-15,2025-01-17,Nevada,500.0,0,89.8,1.9,5,147.1,557
Tesla Model S,Plaid,Pearl White,Electric,Automatic,119938.83,2023-12-17,2024-02-02,Oregon,375.0,0,97.5,6.2,5,162.5,627
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,114986.02,2023-06-13,2023-08-02,Virginia,368.5,0,94.8,5.1,5,166.0,560
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,54877.42,2024-04-04,2024-05-15,California,303.6,0,87.0,4.0,7,147.5,666
Tesla Model S,Long Range,Deep Blue Metallic,Electric,Automatic,115122.28,2024-09-27,2024-10-29,Arizona,328.4,0,79.0,3.2,5,148.6,528
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,84378.64,2024-05-25,2024-08-10,Washington,371.0,0,84.2,3.4,5,153.1,427
Tesla Model S,Performance,Pearl White,Electric,Automatic,102766.26,2023-08-17,2023-10-06,Washington,379.1,0,61.8,7.1,5,158.2,579
Tesla Roadster,Long Range,Midnight Silver Metallic,Electric,Automatic,235066.12,2023-10-01,2023-12-16,Virginia,485.9,0,99.1,4.1,5,158.0,520
Tesla Model 3,Standard Range,Solid Black,Electric,Automatic,47099.34,2024-07-30,2024-09-11,Illinois,287.2,0,94.1,8.2,5,149.8,615
Tesla Model S,Standard Range,Midnight Silver Metallic,Electric,Automatic,84058.63,2023-06-24,2023-08-26,Massachusetts,365.6,0,69.1,7.1,5,146.3,524
Tesla Roadster,Performance,Solid Black,Electric,Automatic,240228.33,2024-11-20,2025-01-08,California,456.7,0,77.9,3.7,5,148.3,480
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,69643.59,2023-06-02,2023-08-10,Washington,391.4,0,81.9,3.5,5,159.3,612
Tesla Model 3,Plaid,Stealth Grey,Electric,Automatic,42116.91,2023-11-13,2023-11-17,Massachusetts,287.5,0,76.7,6.0,5,156.8,486
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,51495.62,2023-10-21,2024-01-13,New York,457.7,0,82.3,11.4,5,140.7,572
Tesla Model Y,Performance,Deep Blue Metallic,Electric,Automatic,62374.99,2025-02-16,2025-04-03,Maryland,302.0,0,80.6,10.7,7,143.4,511
Tesla Model Y,Standard Range,Stealth Grey,Electric,Automatic,61431.44,2023-11-02,2023-12-23,Maryland,276.9,0,91.0,1.1,7,155.3,549
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,240779.25,2023-08-19,2023-09-30,Virginia,603.7,0,64.7,11.7,5,156.7,631
Tesla Model 3,Long Range,Pearl White,Electric,Automatic,45832.12,2023-05-03,2023-06-14,Nevada,285.1,0,91.1,0.6,5,162.9,450
Tesla Cybertruck,Plaid,Deep Blue Metallic,Electric,Automatic,50044.77,2023-06-24,2023-07-11,Nevada,448.5,0,86.7,2.2,5,153.7,551
Tesla Model X,Long Range,Red Multi-Coat,Electric,Automatic,83389.22,2024-08-28,2024-11-10,Connecticut,331.3,0,63.7,2.3,7,160.6,686
Tesla Cybertruck,Long Range,Solid Black,Electric,Automatic,69450.14,2023-09-07,2023-10-03,Washington,250.8,0,87.1,3.0,5,148.8,455
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,66305.45,2024-04-20,2024-06-22,Nevada,391.7,0,80.7,4.3,5,152.5,566
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,74973.32,2024-03-17,2024-06-09,Illinois,427.0,0,62.6,8.9,5,158.1,511
Tesla Model S,Plaid,Pearl White,Electric,Automatic,129499.23,2024-06-01,2024-08-07,Connecticut,372.0,0,81.1,3.7,5,150.4,550
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,51946.71,2024-01-31,2024-04-06,New Jersey,304.3,0,67.0,9.5,7,144.3,604
Tesla Model 3,Performance,Midnight Silver Metallic,Electric,Automatic,52786.97,2024-07-13,2024-07-17,Maryland,271.8,0,71.7,11.5,5,168.5,476
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,48534.16,2025-01-27,2025-02-05,Maryland,294.0,0,66.9,8.8,7,141.5,582
Tesla Model S,Performance,Deep Blue Metallic,Electric,Automatic,93693.08,2023-06-13,2023-08-28,Arizona,377.4,0,64.3,7.9,5,146.6,497
Tesla Roadster,Plaid,Solid Black,Electric,Automatic,227757.43,2024-12-22,2025-03-14,California,549.2,0,61.8,3.2,5,168.2,494
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,133271.16,2023-06-30,2023-07-28,Colorado,328.6,0,75.9,9.0,7,150.2,682
Tesla Roadster,Standard Range,Solid Black,Electric,Automatic,230449.75,2023-10-26,2023-12-31,New Jersey,556.0,0,62.7,7.1,5,150.2,502
Tesla Model 3,Standard Range,Stealth Grey,Electric,Automatic,44047.39,2023-05-27,2023-08-22,Massachusetts,293.3,0,99.2,1.9,5,149.2,581
Tesla Model S,Standard Range,Solid Black,Electric,Automatic,104600.99,2023-11-06,2023-11-28,New York,339.6,0,86.3,6.5,5,149.0,617
Tesla Model X,Performance,Red Multi-Coat,Electric,Automatic,137659.43,2023-06-24,2023-07-28,New Jersey,305.3,0,67.9,9.7,7,146.0,516
Tesla Model X,Standard Range,Pearl White,Electric,Automatic,139457.3,2023-03-26,2023-03-29,Texas,334.8,0,97.3,4.9,7,149.4,802
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,81587.67,2023-10-09,2023-10-17,Nevada,378.0,0,72.4,4.0,5,161.9,577
Tesla Roadster,Performance,Midnight Silver Metallic,Electric,Automatic,245448.45,2023-04-04,2023-06-26,Washington,445.4,0,78.7,3.9,5,144.3,597
Tesla Model X,Plaid,Red Multi-Coat,Electric,Automatic,110438.96,2023-12-20,2023-12-22,Florida,336.4,0,65.8,6.2,7,154.6,773
Tesla Cybertruck,Plaid,Ultra Red,Electric,Automatic,58637.88,2024-11-30,2024-12-22,Nevada,286.1,0,88.4,3.2,5,168.4,590
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,39385.54,2024-02-07,2024-03-02,California,324.6,0,80.8,7.5,5,143.9,604
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,72498.38,2024-03-16,2024-03-30,New York,435.7,0,64.8,1.9,5,151.0,513
Tesla Model S,Plaid,Deep Blue Metallic,Electric,Automatic,123428.61,2023-10-01,2023-12-04,Virginia,385.8,0,76.2,0.9,5,153.5,436
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,247593.05,2024-11-12,2025-01-30,Nevada,411.9,0,87.5,7.7,5,141.9,577
Tesla Model 3,Performance,Red Multi-Coat,Electric,Automatic,51059.18,2024-12-01,2025-01-22,Texas,305.1,0,62.9,2.7,5,158.3,437
Tesla Model S,Performance,Pearl White,Electric,Automatic,110745.17,2023-09-27,2023-10-18,Texas,332.4,0,66.7,9.0,5,164.7,450
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,50871.54,2023-08-19,2023-11-14,New York,465.6,0,94.5,9.5,5,152.8,650
Tesla Cybertruck,Standard Range,Pearl White,Electric,Automatic,55279.54,2024-01-16,2024-02-19,Illinois,372.1,0,99.2,4.8,5,169.8,609
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,73835.77,2024-06-22,2024-07-27,Virginia,448.0,0,70.1,6.7,5,159.9,430
Tesla Cybertruck,Performance,Red Multi-Coat,Electric,Automatic,74081.21,2024-07-06,2024-09-05,New York,338.2,0,72.5,4.2,5,150.2,451
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,213759.48,2025-02-19,2025-03-21,Illinois,600.4,0,60.0,10.1,5,141.8,489
Tesla Cybertruck,Plaid,Pearl White,Electric,Automatic,53705.14,2024-09-10,2024-11-30,Oregon,458.4,0,64.5,1.4,5,154.1,554
Tesla Model Y,Performance,Red Multi-Coat,Electric,Automatic,68945.34,2023-07-12,2023-08-14,New Jersey,261.7,0,78.4,6.3,7,140.7,659
Tesla Roadster,Long Range,Deep Blue Metallic,Electric,Automatic,236116.79,2024-11-30,2025-02-15,New York,418.9,0,60.0,9.7,5,151.6,522
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,55083.11,2025-01-22,2025-02-21,New Jersey,321.8,0,77.2,7.9,7,140.3,832
Tesla Roadster,Standard Range,Deep Blue Metallic,Electric,Automatic,225986.32,2023-07-28,2023-09-03,Nevada,571.4,0,88.1,3.4,5,146.8,455
Tesla Model X,Standard Range,Red Multi-Coat,Electric,Automatic,120503.07,2025-02-11,2025-03-24,New York,312.8,0,66.4,0.6,7,151.7,734
Tesla Model Y,Long Range,Pearl White,Electric,Automatic,49982.17,2024-04-13,2024-05-20,Connecticut,287.2,0,72.1,7.2,7,145.7,443
Tesla Cybertruck,Performance,Pearl White,Electric,Automatic,70534.73,2024-10-04,2024-11-04,Connecticut,310.2,0,99.7,11.9,5,149.6,629
Tesla Model X,Plaid,Ultra Red,Electric,Automatic,128240.79,2024-10-20,2024-12-24,Massachusetts,335.8,0,82.0,11.9,7,146.7,782
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,217487.26,2023-05-24,2023-07-20,Nevada,418.3,0,64.9,9.0,5,160.0,526
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,139580.12,2024-08-10,2024-10-16,Arizona,336.7,0,82.5,6.7,7,169.7,720
Tesla Model X,Plaid,Deep Blue Metallic,Electric,Automatic,137085.38,2025-02-15,2025-04-11,Massachusetts,326.4,0,98.3,8.1,7,161.3,743
Tesla Cybertruck,Performance,Stealth Grey,Electric,Automatic,71948.18,2023-11-24,2023-12-22,Washington,363.9,0,73.4,6.9,5,158.5,472
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,247522.55,2025-01-26,2025-04-04,Massachusetts,603.2,0,97.2,12.0,5,148.1,490
Tesla Model X,Long Range,Stealth Grey,Electric,Automatic,121992.29,2024-07-29,2024-09-10,New Jersey,340.7,0,79.0,5.2,7,149.8,433
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,219372.16,2024-05-04,2024-07-24,Virginia,428.8,0,82.6,7.0,5,156.1,604
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,212865.22,2023-11-13,2024-02-01,Arizona,515.5,0,94.0,4.9,5,145.6,617
Tesla Model S,Standard Range,Deep Blue Metallic,Electric,Automatic,106030.12,2024-05-03,2024-06-05,Maryland,322.5,0,70.6,10.6,5,158.0,434
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,56167.79,2023-08-23,2023-10-30,Connecticut,262.5,0,88.1,2.9,7,140.4,852
Tesla Model Y,Standard Range,Deep Blue Metallic,Electric,Automatic,68537.18,2024-06-25,2024-09-23,Oregon,323.5,0,79.9,1.5,7,146.3,506
Tesla Roadster,Plaid,Pearl White,Electric,Automatic,232618.27,2024-01-07,2024-03-23,Massachusetts,556.2,0,90.6,11.6,5,165.4,545
Tesla Model 3,Performance,Solid Black,Electric,Automatic,45855.19,2023-07-23,2023-09-08,Washington,278.2,0,62.7,1.9,5,164.0,625
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,100487.35,2025-01-15,2025-03-13,Massachusetts,317.7,0,89.0,6.4,7,145.8,624
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,108764.58,2023-06-22,2023-07-15,Colorado,345.4,0,88.7,3.4,7,167.4,655
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,44431.61,2024-04-06,2024-04-30,Texas,328.0,0,79.1,6.5,5,147.1,585
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,44561.25,2024-04-20,2024-06-16,Florida,318.3,0,69.0,11.9,7,150.9,629
Tesla Model Y,Plaid,Red Multi-Coat,Electric,Automatic,49497.05,2024-08-02,2024-08-04,Arizona,317.5,0,81.3,9.2,7,147.1,471
Tesla Model X,Standard Range,Solid Black,Electric,Automatic,83230.99,2023-11-23,2024-01-02,Washington,327.6,0,71.8,9.5,7,158.9,437
Tesla Cybertruck,Long Range,Red Multi-Coat,Electric,Automatic,52599.58,2024-07-01,2024-09-22,Texas,280.3,0,82.2,7.5,5,169.2,529
Tesla Model S,Long Range,Midnight Silver Metallic,Electric,Automatic,79503.08,2024-06-29,2024-08-18,New York,373.1,0,88.9,3.7,5,168.6,627
Tesla Model Y,Long Range,Deep Blue Metallic,Electric,Automatic,45319.96,2024-06-19,2024-06-20,Arizona,276.9,0,75.7,6.6,7,148.8,547
Tesla Roadster,Long Range,Solid Black,Electric,Automatic,243598.37,2023-05-17,2023-06-01,Texas,525.8,0,96.1,1.2,5,149.4,640
Tesla Model 3,Performance,Deep Blue Metallic,Electric,Automatic,39617.43,2024-12-28,2025-03-08,New York,293.5,0,80.8,4.8,5,149.0,539
Tesla Model Y,Plaid,Midnight Silver Metallic,Electric,Automatic,61128.38,2024-07-09,2024-10-05,Colorado,269.4,0,66.3,5.8,7,143.5,800
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,42268.12,2023-08-22,2023-10-29,Virginia,297.4,0,97.4,8.2,5,157.4,513
Tesla Cybertruck,Plaid,Midnight Silver Metallic,Electric,Automatic,73471.08,2023-12-14,2023-12-19,Oregon,296.9,0,73.4,6.5,5,145.0,618
Tesla Cybertruck,Long Range,Ultra Red,Electric,Automatic,50607.56,2024-03-27,2024-04-18,Arizona,358.7,0,91.9,4.9,5,156.0,625
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,78956.69,2024-09-17,2024-10-01,Nevada,482.5,0,93.5,3.6,5,169.5,619
Tesla Model Y,Performance,Pearl White,Electric,Automatic,50836.52,2023-05-28,2023-08-16,New York,277.1,0,82.8,10.0,7,143.2,739
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,46535.69,2023-10-06,2023-12-16,Nevada,328.4,0,90.0,9.9,5,152.8,559
Tesla Model 3,Standard Range,Deep Blue Metallic,Electric,Automatic,53627.96,2024-10-25,2024-11-30,Massachusetts,315.3,0,75.0,7.4,5,144.5,491
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,51628.67,2025-01-18,2025-01-27,Connecticut,273.7,0,94.8,4.8,5,153.0,627
Tesla Roadster,Performance,Deep Blue Metallic,Electric,Automatic,204190.35,2024-12-15,2025-03-10,Washington,550.4,0,82.2,11.8,5,156.6,514
Tesla Model 3,Standard Range,Pearl White,Electric,Automatic,45078.3,2024-02-04,2024-03-29,New Jersey,316.6,0,93.5,7.6,5,166.8,475
Tesla Cybertruck,Standard Range,Midnight Silver Metallic,Electric,Automatic,72154.91,2023-12-21,2024-01-05,New York,275.2,0,91.4,7.1,5,165.3,592
Tesla Model 3,Plaid,Midnight Silver Metallic,Electric,Automatic,42461.55,2024-02-22,2024-02-29,Illinois,312.5,0,74.9,10.5,5,146.8,473
Tesla Cybertruck,Long Range,Midnight Silver Metallic,Electric,Automatic,54938.84,2023-04-27,2023-07-11,Florida,351.6,0,85.5,3.2,5,142.0,554
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,48174.07,2023-06-12,2023-06-26,Washington,312.5,0,67.8,9.6,5,169.7,608
Tesla Model Y,Long Range,Stealth Grey,Electric,Automatic,48099.37,2024-04-26,2024-06-16,New Jersey,290.7,0,81.3,11.6,7,150.5,819
Tesla Model S,Standard Range,Stealth Grey,Electric,Automatic,95171.28,2025-01-13,2025-03-28,Oregon,378.9,0,84.0,1.9,5,140.7,454
Tesla Model S,Performance,Midnight Silver Metallic,Electric,Automatic,116616.61,2023-06-30,2023-09-21,Virginia,374.2,0,66.9,8.2,5,149.9,459
Tesla Cybertruck,Standard Range,Solid Black,Electric,Automatic,76830.83,2023-05-09,2023-06-17,Virginia,309.2,0,67.2,10.3,5,145.7,630
Tesla Model S,Long Range,Ultra Red,Electric,Automatic,118848.34,2025-02-02,2025-03-24,Connecticut,355.4,0,80.2,9.5,5,149.9,493
Tesla Model S,Plaid,Red Multi-Coat,Electric,Automatic,116039.01,2023-05-01,2023-05-09,California,375.2,0,85.9,2.7,5,150.6,438
Tesla Model 3,Long Range,Ultra Red,Electric,Automatic,50485.34,2023-10-15,2023-12-07,Colorado,304.7,0,65.5,1.0,5,152.9,439
Tesla Model 3,Performance,Stealth Grey,Electric,Automatic,51276.24,2023-03-18,2023-04-11,Washington,304.3,0,91.8,8.7,5,158.5,437
Tesla Model X,Performance,Deep Blue Metallic,Electric,Automatic,94526.27,2024-06-30,2024-07-06,Nevada,345.0,0,67.0,6.7,7,149.8,574
Tesla Model Y,Plaid,Ultra Red,Electric,Automatic,60503.35,2025-02-18,2025-05-09,Oregon,285.4,0,86.7,5.4,7,157.5,771
Tesla Model 3,Plaid,Solid Black,Electric,Automatic,43491.37,2023-04-14,2023-05-27,New Jersey,310.7,0,73.3,8.7,5,169.8,458
Tesla Cybertruck,Long Range,Deep Blue Metallic,Electric,Automatic,66479.07,2025-01-13,2025-02-11,Oregon,412.1,0,98.7,1.1,5,157.5,624
Tesla Roadster,Plaid,Midnight Silver Metallic,Electric,Automatic,229073.01,2023-09-18,2023-11-23,Illinois,415.2,0,94.9,1.8,5,168.4,433
Tesla Model 3,Plaid,Deep Blue Metallic,Electric,Automatic,43659.24,2024-10-29,2024-11-04,New York,329.6,0,64.2,1.1,5,159.5,516
Tesla Model 3,Plaid,Ultra Red,Electric,Automatic,49547.04,2024-03-27,2024-05-28,Massachusetts,275.4,0,62.3,9.2,5,142.8,617
Tesla Cybertruck,Standard Range,Stealth Grey,Electric,Automatic,51612.44,2025-01-28,2025-04-22,Virginia,351.3,0,70.2,10.7,5,169.9,447
Tesla Cybertruck,Performance,Ultra Red,Electric,Automatic,77498.6,2024-08-03,2024-10-03,Connecticut,295.5,0,94.5,3.1,5,140.0,550
Tesla Model Y,Plaid,Pearl White,Electric,Automatic,51623.75,2025-02-17,2025-03-29,Arizona,313.9,0,93.3,2.6,7,142.8,526
