model,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,seating_capacity,ground_clearance,boot_space
Lamborghini Huracán,Pearl White,Diesel,Automatic,266768.22,2025-01-25,2025-02-14,China,310.8,6,149.4,469
Mercedes-AMG GT,Solid Black,Diesel,Automatic,154837.95,2024-09-07,2024-11-22,Nevada,328.2,6,140.5,595
Ferrari SF90,Pearl White,Oil,Automatic,464871.09,2024-06-29,2024-09-11,China,363.7,6,160.9,641
Audi RS e-tron GT,Stealth Grey,Oil,Automatic,161728.91,2025-04-10,2025-05-23,Maryland,408.8,6,145.7,539
Mercedes-AMG GT,Deep Blue Metallic,Oil,Automatic,128706.44,2023-10-27,2023-11-20,France,289.6,6,158.4,588
BMW M5 CS,Midnight Silver Metallic,Diesel,Automatic,161291.73,2024-01-17,2024-01-19,China,291.6,6,144.8,594
Maserati Ghibli,Stealth Grey,Diesel,Automatic,87740.54,2024-12-11,2025-02-12,New Jersey,282.1,6,158.4,442
Bugatti Chiron,Pearl White,Oil,Automatic,3464028.14,2024-11-05,2024-11-22,Virginia,408.0,6,163.3,640
Aston Martin DBS,Solid Black,Oil,Automatic,309465.16,2023-10-18,2024-01-09,France,309.1,6,143.0,537
Bugatti Chiron,Red Multi-Coat,Diesel,Automatic,2589677.01,2024-09-23,2024-10-17,Maryland,412.2,6,157.5,572
Alpine A110,Ultra Red,Oil,Automatic,84034.01,2024-12-11,2025-03-04,France,192.6,6,151.6,620
Porsche Cayman GT4,Pearl White,Diesel,Automatic,111602.42,2024-08-14,2024-09-21,Massachusetts,244.6,6,155.1,463
Audi RS e-tron GT,Pearl White,Oil,Automatic,167460.85,2023-06-03,2023-07-17,Italy,373.8,6,145.8,610
Bugatti Chiron,Solid Black,Diesel,Automatic,3247252.29,2024-04-27,2024-06-22,Italy,358.5,6,148.6,647
Rolls-Royce Ghost,Pearl White,Oil,Automatic,424870.17,2024-08-30,2024-09-05,New York,334.9,6,165.5,617
Audi RS7,Solid Black,Oil,Automatic,134253.95,2023-12-20,2024-02-21,South Korea,293.5,6,147.1,617
Porsche 911,Stealth Grey,Oil,Automatic,200853.85,2024-12-04,2025-01-20,Virginia,303.0,6,168.6,516
Bentley Continental GT,Pearl White,Diesel,Automatic,278195.15,2024-10-28,2024-12-11,South Korea,287.6,6,163.6,570
Aston Martin Vantage,Deep Blue Metallic,Diesel,Automatic,169592.89,2025-05-08,2025-06-26,New Jersey,288.7,6,146.1,577
Audi RS e-tron GT,Red Multi-Coat,Oil,Automatic,175372.55,2025-04-30,2025-07-29,German,379.9,6,160.0,449
Maserati Ghibli,Red Multi-Coat,Oil,Automatic,75456.19,2023-12-24,2024-01-26,Italy,274.6,6,161.6,622
Aston Martin Vantage,Red Multi-Coat,Oil,Automatic,161503.27,2023-06-03,2023-07-28,Washington,276.4,6,162.8,602
Maserati MC20,Red Multi-Coat,Oil,Automatic,246042.79,2024-07-20,2024-10-16,Colorado,351.1,6,141.9,426
BMW M5 CS,Deep Blue Metallic,Oil,Automatic,159045.28,2024-04-25,2024-07-04,Italy,286.5,6,144.9,648
Alpine A110,Deep Blue Metallic,Oil,Automatic,71960.12,2024-09-28,2024-11-04,New York,185.5,6,165.7,577
Bugatti Chiron,Midnight Silver Metallic,Diesel,Automatic,3100084.5,2025-01-20,2025-03-18,Connecticut,372.4,6,156.7,441
Porsche 911,Red Multi-Coat,Oil,Automatic,233458.69,2023-12-04,2023-12-07,China,335.8,6,167.6,573
Ferrari SF90,Pearl White,Diesel,Automatic,528977.61,2023-10-28,2023-11-30,South Korea,371.9,6,166.9,540
Audi RS e-tron GT,Red Multi-Coat,Oil,Automatic,164996.67,2023-11-12,2023-11-17,Washington,378.2,6,142.1,610
Bentley Continental GT,Midnight Silver Metallic,Oil,Automatic,231801.01,2024-06-24,2024-07-16,Japan,348.6,6,157.7,547
Ferrari SF90,Deep Blue Metallic,Diesel,Automatic,529090.94,2024-05-08,2024-08-01,Connecticut,366.0,6,145.6,445
Jaguar F-Type,Stealth Grey,Oil,Automatic,81318.1,2025-05-19,2025-08-17,South Korea,268.8,6,145.7,578
Porsche Cayman GT4,Ultra Red,Oil,Automatic,115892.66,2025-03-05,2025-03-07,Nevada,255.8,6,143.3,598
Rolls-Royce Ghost,Deep Blue Metallic,Diesel,Automatic,407440.69,2024-06-18,2024-08-29,China,349.3,6,157.6,510
Alpine A110,Stealth Grey,Oil,Automatic,71742.07,2024-09-04,2024-10-04,Washington,198.3,6,167.6,459
Koenigsegg Jesko,Ultra Red,Oil,Automatic,3018474.44,2023-06-03,2023-07-31,Washington,395.5,6,150.8,529
BMW M5 CS,Deep Blue Metallic,Oil,Automatic,164391.61,2025-02-15,2025-02-27,China,278.0,6,166.3,650
Rolls-Royce Ghost,Solid Black,Diesel,Automatic,441324.08,2025-03-24,2025-05-22,New York,332.7,6,149.8,496
Lotus Emira,Pearl White,Oil,Automatic,96145.98,2024-06-14,2024-08-02,France,255.1,6,155.4,601
Maserati MC20,Pearl White,Oil,Automatic,234039.34,2024-10-23,2025-01-17,New York,323.2,6,163.7,510
McLaren 720S,Red Multi-Coat,Oil,Automatic,324870.63,2023-09-12,2023-09-13,Japan,331.1,6,160.0,540
Porsche Cayman GT4,Midnight Silver Metallic,Oil,Automatic,107137.1,2025-01-25,2025-02-12,Japan,251.7,6,146.8,647
Jaguar F-Type,Solid Black,Diesel,Automatic,75197.55,2024-11-07,2024-11-20,Japan,289.5,6,150.9,516
Maserati Ghibli,Red Multi-Coat,Oil,Automatic,85451.48,2024-06-03,2024-08-02,South Korea,289.1,6,147.8,515
Bentley Continental GT,Ultra Red,Oil,Automatic,224291.25,2024-02-17,2024-05-14,Maryland,332.2,6,143.5,540
Koenigsegg Jesko,Deep Blue Metallic,Oil,Automatic,3309476.51,2023-11-01,2023-11-26,China,353.2,6,160.1,475
Mercedes-AMG GT,Solid Black,Oil,Automatic,138688.18,2025-03-20,2025-04-12,Japan,314.2,6,142.7,437
Lotus Emira,Red Multi-Coat,Oil,Automatic,95034.53,2024-04-27,2024-05-14,Italy,264.3,6,153.8,502
Koenigsegg Jesko,Pearl White,Oil,Automatic,3197960.74,2024-05-09,2024-07-31,New York,381.9,6,166.4,579
Maserati Ghibli,Midnight Silver Metallic,Oil,Automatic,79696.21,2024-02-17,2024-05-16,China,291.1,6,149.5,594
Lamborghini Huracán,Midnight Silver Metallic,Diesel,Automatic,259727.63,2023-07-21,2023-09-13,Connecticut,322.3,6,153.9,584
Audi RS e-tron GT,Ultra Red,Oil,Automatic,170384.22,2024-11-20,2025-02-06,Washington,367.6,6,143.4,605
Nissan GT-R,Deep Blue Metallic,Diesel,Automatic,118005.98,2025-01-13,2025-02-08,Washington,310.0,6,153.6,638
Lexus LC 500,Ultra Red,Diesel,Automatic,109165.33,2024-08-21,2024-10-02,New Jersey,285.1,6,166.9,487
Mercedes-AMG GT,Solid Black,Diesel,Automatic,131242.29,2025-04-19,2025-05-30,France,295.8,6,157.7,454
Koenigsegg Jesko,Deep Blue Metallic,Diesel,Automatic,3361726.97,2024-03-18,2024-05-24,China,375.2,6,159.1,498
Range Rover Sport,Midnight Silver Metallic,Diesel,Automatic,111553.79,2024-02-28,2024-05-22,Maryland,256.8,6,168.8,455
Ferrari SF90,Solid Black,Oil,Automatic,506416.02,2024-06-10,2024-07-05,Virginia,366.4,6,162.7,638
Bugatti Chiron,Midnight Silver Metallic,Diesel,Automatic,3159032.51,2024-03-06,2024-04-23,Colorado,369.0,6,153.9,577
Lamborghini Huracán,Midnight Silver Metallic,Oil,Automatic,272462.73,2023-08-11,2023-11-02,German,334.0,6,146.0,584
Mercedes-AMG GT,Deep Blue Metallic,Oil,Automatic,148771.15,2023-06-29,2023-07-08,France,320.4,6,157.7,477
Koenigsegg Jesko,Midnight Silver Metallic,Oil,Automatic,3145727.04,2023-09-06,2023-09-23,Washington,381.5,6,160.8,596
Porsche Cayman GT4,Stealth Grey,Diesel,Automatic,114703.27,2024-04-18,2024-06-02,Maryland,242.0,6,163.3,572
Pagani Huayra,Midnight Silver Metallic,Oil,Automatic,2871149.56,2023-10-26,2023-12-28,China,357.3,6,160.6,648
McLaren 720S,Stealth Grey,Oil,Automatic,315761.28,2024-03-01,2024-05-10,Colorado,347.4,6,148.8,604
Koenigsegg Jesko,Ultra Red,Diesel,Automatic,3399126.13,2024-01-10,2024-02-29,New Jersey,368.4,6,149.1,523
McLaren 720S,Stealth Grey,Oil,Automatic,291386.28,2024-08-25,2024-09-03,German,304.2,6,167.4,592
BMW M8,Pearl White,Oil,Automatic,158638.66,2025-04-10,2025-05-29,New Jersey,316.5,6,155.7,550
Alpine A110,Solid Black,Diesel,Automatic,76819.24,2023-07-20,2023-09-12,German,206.6,6,156.7,556
Pagani Huayra,Red Multi-Coat,Diesel,Automatic,3023733.83,2023-09-23,2023-10-14,New Jersey,354.2,6,161.3,588
McLaren 720S,Deep Blue Metallic,Diesel,Automatic,315222.03,2025-05-09,2025-06-03,Nevada,353.9,6,153.5,640
Porsche 911,Solid Black,Diesel,Automatic,194635.12,2023-09-03,2023-11-09,Italy,342.5,6,151.5,440
Range Rover Sport,Pearl White,Diesel,Automatic,101527.18,2023-12-25,2024-03-12,Washington,258.6,6,154.5,541
Audi RS e-tron GT,Pearl White,Oil,Automatic,166019.32,2024-01-16,2024-03-26,South Korea,401.0,6,159.3,625
Alpine A110,Midnight Silver Metallic,Diesel,Automatic,76419.13,2024-08-11,2024-09-08,Massachusetts,215.2,6,163.6,553
Lotus Emira,Midnight Silver Metallic,Diesel,Automatic,93478.83,2024-12-15,2024-12-31,German,228.9,6,165.6,602
Nissan GT-R,Pearl White,Diesel,Automatic,132225.85,2023-12-20,2024-01-22,German,310.5,6,164.0,551
Mercedes-AMG GT,Solid Black,Diesel,Automatic,133482.35,2025-02-11,2025-05-08,South Korea,283.7,6,140.7,436
Lotus Emira,Red Multi-Coat,Oil,Automatic,99923.82,2025-01-05,2025-02-21,New York,225.2,6,169.9,649
Maserati MC20,Ultra Red,Diesel,Automatic,267565.99,2024-08-23,2024-10-25,Connecticut,364.2,6,168.4,438
Aston Martin DBS,Solid Black,Diesel,Automatic,343394.27,2024-04-05,2024-04-26,Maryland,301.2,6,155.6,618
Alpine A110,Pearl White,Oil,Automatic,81789.08,2023-09-05,2023-11-17,German,187.7,6,168.4,491
Porsche Cayman GT4,Ultra Red,Oil,Automatic,115812.17,2023-08-05,2023-08-14,Japan,274.5,6,156.3,430
Aston Martin Vantage,Deep Blue Metallic,Oil,Automatic,150060.58,2025-01-17,2025-01-31,German,315.8,6,152.9,607
Rolls-Royce Ghost,Stealth Grey,Diesel,Automatic,355298.36,2024-10-21,2025-01-10,Nevada,325.8,6,167.5,536
Lotus Emira,Midnight Silver Metallic,Diesel,Automatic,88175.63,2024-08-27,2024-11-23,German,235.1,6,169.8,469
Porsche 911,Stealth Grey,Oil,Automatic,176975.5,2024-08-21,2024-10-30,Connecticut,331.7,6,166.8,623
Jaguar F-Type,Solid Black,Diesel,Automatic,80098.85,2024-01-03,2024-03-18,South Korea,283.0,6,151.4,449
McLaren 720S,Pearl White,Diesel,Automatic,288962.18,2024-07-21,2024-10-16,South Korea,352.4,6,168.1,544
Jaguar F-Type,Midnight Silver Metallic,Diesel,Automatic,85722.11,2023-06-04,2023-07-07,Italy,282.0,6,157.2,615
Jaguar F-Type,Ultra Red,Oil,Automatic,86797.71,2024-04-02,2024-06-27,China,284.2,6,143.1,491
Aston Martin Vantage,Ultra Red,Oil,Automatic,162572.14,2023-08-12,2023-10-19,New York,284.7,6,142.1,520
Aston Martin DBS,Pearl White,Oil,Automatic,355300.67,2023-07-15,2023-08-11,Italy,290.1,6,147.1,434
Lexus LC 500,Ultra Red,Oil,Automatic,118612.21,2024-06-17,2024-07-13,China,319.0,6,169.0,609
Bugatti Chiron,Stealth Grey,Diesel,Automatic,3309922.63,2023-12-31,2024-02-07,China,372.3,6,141.7,527
Audi RS e-tron GT,Stealth Grey,Diesel,Automatic,171951.93,2024-01-07,2024-03-07,South Korea,379.8,6,151.7,521
Bugatti Chiron,Red Multi-Coat,Diesel,Automatic,3236974.74,2024-06-03,2024-06-26,New York,409.0,6,147.0,647
Lotus Emira,Midnight Silver Metallic,Oil,Automatic,101409.18,2024-02-18,2024-04-28,Maryland,264.2,6,154.3,613
Maserati Ghibli,Deep Blue Metallic,Diesel,Automatic,90279.17,2024-05-04,2024-05-06,Maryland,271.0,6,159.9,648
Maserati MC20,Deep Blue Metallic,Diesel,Automatic,266313.78,2023-09-30,2023-10-11,New York,367.1,6,140.9,575
BMW M8,Stealth Grey,Diesel,Automatic,157993.4,2024-06-20,2024-09-10,Japan,345.4,6,141.3,587
Nissan GT-R,Midnight Silver Metallic,Diesel,Automatic,127761.26,2025-04-30,2025-07-09,Maryland,281.4,6,140.3,437
Porsche Cayman GT4,Red Multi-Coat,Oil,Automatic,117358.66,2023-12-08,2024-02-26,Japan,261.1,6,161.4,572
Nissan GT-R,Deep Blue Metallic,Oil,Automatic,116224.75,2023-09-24,2023-12-11,New York,277.2,6,152.6,609
Rolls-Royce Ghost,Red Multi-Coat,Diesel,Automatic,396395.35,2024-02-21,2024-04-13,Maryland,362.5,6,166.5,609
Lexus LC 500,Midnight Silver Metallic,Diesel,Automatic,115233.24,2024-03-05,2024-04-26,German,286.0,6,144.5,603
Nissan GT-R,Ultra Red,Oil,Automatic,116169.86,2024-07-24,2024-09-11,New Jersey,309.4,6,166.1,642
Rolls-Royce Ghost,Solid Black,Oil,Automatic,449855.69,2023-11-15,2024-01-03,Virginia,368.0,6,160.5,603
Bugatti Chiron,Red Multi-Coat,Oil,Automatic,3160133.39,2024-09-30,2024-12-23,New Jersey,352.8,6,152.3,625
McLaren 720S,Pearl White,Oil,Automatic,313920.45,2024-03-13,2024-05-26,Washington,336.7,6,149.4,522
Bentley Continental GT,Solid Black,Diesel,Automatic,272880.64,2024-08-12,2024-11-03,China,325.0,6,144.6,561
Range Rover Sport,Pearl White,Oil,Automatic,148928.56,2024-07-23,2024-09-20,Italy,268.6,6,141.0,476
Lamborghini Huracán,Ultra Red,Diesel,Automatic,242912.33,2023-05-25,2023-07-19,Colorado,317.6,6,140.1,549
Maserati Ghibli,Ultra Red,Diesel,Automatic,78843.09,2025-01-18,2025-04-09,Nevada,271.1,6,142.4,643
Alpine A110,Red Multi-Coat,Oil,Automatic,65622.74,2024-12-22,2025-01-17,New York,191.1,6,167.5,456
Range Rover Sport,Midnight Silver Metallic,Diesel,Automatic,135404.62,2025-01-23,2025-02-08,New Jersey,276.8,6,169.4,561
Bugatti Chiron,Solid Black,Diesel,Automatic,2994672.51,2025-03-15,2025-05-29,France,382.6,6,168.8,510
Alpine A110,Ultra Red,Oil,Automatic,68699.63,2025-03-23,2025-05-12,South Korea,210.5,6,154.9,485
Porsche 911,Stealth Grey,Diesel,Automatic,212552.41,2025-03-20,2025-05-18,Maryland,326.2,6,160.7,582
Porsche 911,Deep Blue Metallic,Oil,Automatic,127329.57,2024-10-15,2025-01-10,Japan,311.9,6,152.3,476
Aston Martin Vantage,Midnight Silver Metallic,Oil,Automatic,151935.66,2024-02-25,2024-05-17,Maryland,304.3,6,141.1,452
Lexus LC 500,Red Multi-Coat,Oil,Automatic,99224.31,2024-12-20,2025-03-07,Colorado,291.7,6,144.6,538
Lexus LC 500,Deep Blue Metallic,Oil,Automatic,106962.74,2025-04-18,2025-05-23,Nevada,303.8,6,153.2,531
Aston Martin DBS,Deep Blue Metallic,Diesel,Automatic,352117.2,2024-06-09,2024-08-10,Japan,308.6,6,164.7,486
Aston Martin DBS,Ultra Red,Oil,Automatic,363621.55,2024-04-24,2024-07-12,Washington,331.5,6,141.3,550
Porsche 911,Stealth Grey,Diesel,Automatic,124868.85,2024-10-30,2025-01-19,New York,294.3,6,151.9,559
Pagani Huayra,Midnight Silver Metallic,Diesel,Automatic,2815633.32,2023-06-08,2023-06-28,Japan,364.3,6,157.4,481
Pagani Huayra,Pearl White,Oil,Automatic,2914166.48,2024-11-01,2024-12-03,New Jersey,377.6,6,147.5,438
Lexus LC 500,Red Multi-Coat,Oil,Automatic,102070.43,2024-08-22,2024-10-19,Nevada,305.7,6,157.3,461
Bentley Continental GT,Red Multi-Coat,Diesel,Automatic,234393.14,2024-10-23,2024-12-03,Maryland,342.2,6,168.8,592
Maserati MC20,Solid Black,Oil,Automatic,272461.44,2025-01-22,2025-01-31,Maryland,335.8,6,165.7,516
BMW M5 CS,Red Multi-Coat,Oil,Automatic,143970.0,2024-06-16,2024-07-26,Connecticut,295.9,6,168.7,480
BMW M5 CS,Red Multi-Coat,Diesel,Automatic,147945.39,2025-03-06,2025-06-03,Italy,304.7,6,163.1,594
McLaren 720S,Red Multi-Coat,Diesel,Automatic,334856.7,2023-11-23,2023-11-26,Italy,358.3,6,146.3,583
Alpine A110,Stealth Grey,Diesel,Automatic,84904.2,2024-06-25,2024-07-12,Washington,190.3,6,142.4,470
Lamborghini Huracán,Stealth Grey,Oil,Automatic,279828.13,2024-07-04,2024-07-14,Washington,299.0,6,159.2,567
Ferrari SF90,Red Multi-Coat,Diesel,Automatic,523416.51,2023-09-14,2023-10-02,Massachusetts,365.5,6,165.2,442
BMW M5 CS,Midnight Silver Metallic,Diesel,Automatic,168744.3,2023-06-15,2023-08-04,China,291.1,6,152.9,636
Audi RS e-tron GT,Solid Black,Oil,Automatic,155512.26,2025-04-01,2025-06-11,Nevada,404.8,6,147.9,440
Porsche Cayman GT4,Solid Black,Oil,Automatic,112751.68,2024-04-14,2024-04-26,New York,265.3,6,153.6,432
BMW M5 CS,Midnight Silver Metallic,Diesel,Automatic,165816.06,2024-07-27,2024-08-06,Virginia,302.9,6,155.2,485
Aston Martin DBS,Deep Blue Metallic,Diesel,Automatic,356454.8,2024-09-11,2024-09-15,Maryland,308.2,6,164.1,590
Ferrari SF90,Red Multi-Coat,Diesel,Automatic,502542.02,2024-09-08,2024-11-06,Nevada,350.9,6,141.2,446
Ferrari SF90,Midnight Silver Metallic,Oil,Automatic,469659.23,2024-04-05,2024-04-22,Colorado,379.3,6,163.3,448
Mercedes-AMG GT,Stealth Grey,Oil,Automatic,152661.27,2023-05-28,2023-06-20,Colorado,280.1,6,149.7,566
Porsche 911,Pearl White,Diesel,Automatic,135316.74,2024-08-28,2024-11-04,Colorado,319.4,6,166.7,536
Lotus Emira,Red Multi-Coat,Oil,Automatic,85185.21,2024-03-29,2024-05-17,Colorado,272.9,6,162.7,532
Koenigsegg Jesko,Deep Blue Metallic,Diesel,Automatic,3071754.79,2024-10-31,2025-01-06,Maryland,391.0,6,168.0,469
Bugatti Chiron,Red Multi-Coat,Diesel,Automatic,2761208.39,2024-08-06,2024-08-23,France,379.3,6,147.2,604
Koenigsegg Jesko,Stealth Grey,Oil,Automatic,3299526.31,2023-08-05,2023-08-27,Massachusetts,372.3,6,142.6,477
Jaguar F-Type,Pearl White,Oil,Automatic,93802.1,2024-06-11,2024-07-05,Connecticut,276.3,6,165.6,551
Bentley Continental GT,Midnight Silver Metallic,Oil,Automatic,230581.58,2025-03-01,2025-05-10,Connecticut,321.6,6,169.6,497
Range Rover Sport,Solid Black,Diesel,Automatic,92461.26,2023-06-26,2023-07-22,China,290.6,6,146.2,504
Lotus Emira,Solid Black,Oil,Automatic,89969.03,2024-05-18,2024-06-24,Italy,272.3,6,146.8,598
Audi RS7,Midnight Silver Metallic,Oil,Automatic,134221.98,2024-01-27,2024-02-13,Maryland,294.7,6,166.6,445
Lotus Emira,Midnight Silver Metallic,Oil,Automatic,96581.24,2025-02-07,2025-05-07,New York,268.8,6,142.6,465
Alpine A110,Red Multi-Coat,Oil,Automatic,70505.07,2023-08-25,2023-09-09,South Korea,216.2,6,168.1,538
Lotus Emira,Red Multi-Coat,Diesel,Automatic,96356.76,2024-08-25,2024-10-22,New York,262.6,6,149.8,514
Audi RS e-tron GT,Solid Black,Oil,Automatic,161669.67,2025-04-26,2025-07-02,France,359.7,6,156.2,592
Jaguar F-Type,Midnight Silver Metallic,Oil,Automatic,90054.9,2023-08-14,2023-09-24,China,295.3,6,163.3,452
Bentley Continental GT,Midnight Silver Metallic,Oil,Automatic,276105.42,2024-12-08,2025-03-06,Nevada,313.5,6,150.7,640
Porsche 911,Stealth Grey,Oil,Automatic,228970.24,2023-10-17,2023-12-14,Italy,332.9,6,145.9,437
Porsche Cayman GT4,Deep Blue Metallic,Oil,Automatic,113986.1,2025-02-05,2025-02-21,Nevada,279.5,6,154.1,564
BMW M8,Stealth Grey,Diesel,Automatic,153085.68,2024-07-30,2024-08-25,China,332.8,6,151.7,620
Maserati MC20,Ultra Red,Oil,Automatic,239696.32,2024-08-06,2024-08-13,Italy,322.9,6,144.3,547
Lamborghini Huracán,Stealth Grey,Oil,Automatic,267926.01,2023-06-21,2023-06-24,Italy,319.0,6,167.9,576
Porsche Cayman GT4,Deep Blue Metallic,Oil,Automatic,120927.24,2024-04-30,2024-06-12,New Jersey,262.1,6,151.8,583
Maserati Ghibli,Red Multi-Coat,Diesel,Automatic,75227.49,2025-04-30,2025-06-02,Washington,286.6,6,159.3,650
Maserati Ghibli,Ultra Red,Oil,Automatic,91919.28,2023-12-28,2024-03-08,Maryland,282.3,6,149.8,537
McLaren 720S,Solid Black,Oil,Automatic,342894.96,2023-05-29,2023-08-11,Colorado,339.5,6,158.5,565
Mercedes-AMG GT,Red Multi-Coat,Diesel,Automatic,151390.86,2024-03-05,2024-04-05,France,295.9,6,140.4,480
Pagani Huayra,Pearl White,Oil,Automatic,3199363.68,2023-07-01,2023-07-17,China,348.0,6,156.7,508
Audi RS e-tron GT,Red Multi-Coat,Oil,Automatic,157712.86,2025-03-11,2025-03-19,Virginia,342.4,6,150.0,543
Lexus LC 500,Midnight Silver Metallic,Diesel,Automatic,108139.72,2023-10-08,2023-11-20,France,307.7,6,148.1,500
Aston Martin DBS,Deep Blue Metallic,Oil,Automatic,337516.87,2023-06-13,2023-08-10,German,296.1,6,160.0,475
Maserati MC20,Pearl White,Oil,Automatic,251008.61,2025-03-14,2025-04-30,France,355.6,6,158.5,479
Aston Martin DBS,Ultra Red,Diesel,Automatic,345159.81,2024-01-02,2024-03-25,Washington,325.9,6,146.3,501
McLaren 720S,Stealth Grey,Diesel,Automatic,337545.39,2023-07-23,2023-08-06,Massachusetts,334.7,6,145.2,562
Jaguar F-Type,Stealth Grey,Diesel,Automatic,88427.56,2024-07-19,2024-09-04,South Korea,298.3,6,167.7,584
Maserati Ghibli,Solid Black,Diesel,Automatic,92574.98,2023-12-22,2024-02-19,Maryland,273.2,6,150.2,447
Porsche Cayman GT4,Red Multi-Coat,Diesel,Automatic,119478.35,2024-05-04,2024-07-15,Massachusetts,253.9,6,162.5,606
Lotus Emira,Stealth Grey,Diesel,Automatic,94948.7,2023-09-08,2023-11-01,New Jersey,265.0,6,140.5,627
Bentley Continental GT,Ultra Red,Diesel,Automatic,277186.98,2024-06-12,2024-07-20,Massachusetts,285.2,6,166.4,542
Pagani Huayra,Ultra Red,Diesel,Automatic,3139742.69,2023-07-20,2023-09-24,Colorado,339.1,6,166.4,630
Jaguar F-Type,Midnight Silver Metallic,Diesel,Automatic,88536.6,2024-03-22,2024-05-25,France,278.3,6,148.8,428
BMW M8,Ultra Red,Diesel,Automatic,134512.04,2023-06-22,2023-08-08,New York,334.1,6,147.3,585
Pagani Huayra,Solid Black,Diesel,Automatic,3170868.69,2024-06-13,2024-08-16,Maryland,340.9,6,163.8,648
Alpine A110,Ultra Red,Oil,Automatic,73889.02,2025-05-10,2025-06-01,Colorado,192.8,6,166.2,534
Ferrari SF90,Solid Black,Oil,Automatic,523769.35,2025-04-09,2025-06-06,Maryland,364.8,6,163.7,429
Maserati Ghibli,Midnight Silver Metallic,Diesel,Automatic,90133.88,2024-09-23,2024-12-05,France,263.5,6,155.2,512
Porsche 911,Red Multi-Coat,Oil,Automatic,166407.31,2025-04-16,2025-05-30,Virginia,345.5,6,168.4,549
Rolls-Royce Ghost,Ultra Red,Diesel,Automatic,446511.57,2024-01-19,2024-04-15,Virginia,332.2,6,143.7,514
Porsche Cayman GT4,Deep Blue Metallic,Oil,Automatic,124066.9,2024-11-28,2025-02-26,New York,273.0,6,147.4,452
Audi RS7,Pearl White,Diesel,Automatic,131640.65,2024-08-24,2024-09-19,South Korea,284.7,6,166.5,581
Rolls-Royce Ghost,Stealth Grey,Diesel,Automatic,354989.74,2025-01-14,2025-02-14,Japan,333.8,6,151.4,481
BMW M8,Red Multi-Coat,Oil,Automatic,143782.85,2023-08-14,2023-09-10,Connecticut,319.4,6,154.6,612
Audi RS e-tron GT,Ultra Red,Oil,Automatic,155690.1,2024-09-16,2024-10-07,South Korea,375.8,6,159.1,641
Audi RS7,Solid Black,Diesel,Automatic,126548.06,2023-09-09,2023-10-01,France,293.7,6,159.6,554
Audi RS e-tron GT,Midnight Silver Metallic,Diesel,Automatic,150024.63,2024-10-19,2025-01-10,New Jersey,392.3,6,167.2,563
Aston Martin Vantage,Midnight Silver Metallic,Oil,Automatic,161330.92,2024-07-06,2024-07-18,New York,300.9,6,168.8,620
Range Rover Sport,Red Multi-Coat,Oil,Automatic,120331.45,2024-02-07,2024-03-05,Connecticut,269.4,6,140.5,486
Aston Martin Vantage,Ultra Red,Oil,Automatic,150146.2,2025-01-03,2025-03-18,Japan,302.5,6,160.9,485
Range Rover Sport,Stealth Grey,Oil,Automatic,138472.68,2025-04-11,2025-05-15,Connecticut,290.6,6,149.1,523
Audi RS e-tron GT,Midnight Silver Metallic,Oil,Automatic,161715.68,2023-11-19,2024-01-03,Massachusetts,415.6,6,140.4,560
Ferrari SF90,Midnight Silver Metallic,Oil,Automatic,452119.03,2024-06-26,2024-08-19,South Korea,341.8,6,153.6,566
BMW M5 CS,Midnight Silver Metallic,Diesel,Automatic,144860.13,2025-02-17,2025-05-18,Colorado,275.7,6,144.9,637
Nissan GT-R,Red Multi-Coat,Diesel,Automatic,133673.54,2024-10-17,2024-12-30,Maryland,291.9,6,155.0,642
